,aid,sid,pred,ga_surface_r,ni_surface_r,wo_surface_r,ga_type_r,ni_type_r,wo_type_r,keyaki_sbj,keyaki_ob1,keyaki_ob2,takeno1_sbj,takeno1_ob1,takeno1_ob2,takeno2_sbj,takeno2_ob1,takeno2_ob2,ga_surface_s,wo_surface_s,ni_surface_s,ga_type_s,wo_type_s,ni_type_s
191,950101010,23,失います,政治家,,舞台,INTER_Z,NONE,INTRA_Z,,,,,,,,,,,,,,,
192,950101010,24,加わる,新選挙制度,これ,,INTRA_Z,DIRECT,NONE,新選挙制度,,,新選挙制度,,,新選挙制度,,,制度,,これ,DIRECT,,DIRECT
193,950101010,24,激変する,政界地図,,,INTRA_Z,NONE,NONE,*pro*,,,*pro*,,,政界地図,,,地図,,,DIRECT,,
194,950101010,24,あり,可能性,,,DIRECT,NONE,NONE,政界地図,,,政界地図,,,,,,,,,,,
195,950101010,25,知ら,exog,,中堅議員,INTER_Z,NONE,INTRA_Z,,*T*,選挙通,,*T*,選挙通,*T*,,選挙通,,,,,,
196,950101010,25,頼り,看板だけ,,,INTRA_Z,NONE,NONE,,,,,,,,,,看板,,,DIRECT,,
197,950101010,25,不利,新選挙制度,候補者,,INTER_Z,DIRECT,NONE,*pro*,,候補者,*pro*,,候補者,看板,,候補者,議員,,者,INTRA_Z,,DIRECT
198,950101010,25,分析し,中堅議員,,,DIRECT,NONE,NONE,中堅議員,,,中堅議員,,,中堅議員,,,議員,,,DIRECT,,
199,950101010,25,なくなり,仕事,,,DIRECT,NONE,NONE,仕事,,,仕事,,,仕事,,,仕事,,,DIRECT,,
200,950101010,25,薄れる,存在価値,,,DIRECT,NONE,NONE,存在価値,,,存在価値,,,存在価値,,,価値,,,DIRECT,,
201,950101010,25,心配する,一人,,,INTRA_Z,NONE,NONE,人,,,人,,,人,,,,,,,,
202,950101010,26,あり,こと,,,DIRECT,NONE,NONE,こと,,,こと,,,こと,,,こと,,,DIRECT,,
203,950101010,27,選ぶ,有権者,,国会議員,INTRA_Z,NONE,INTER_Z,*pro*,*pro*,,*pro*,,,*T*,,,家,,,INTRA_Z,,
204,950101010,27,不可欠,変革,,,INTRA_Z,NONE,NONE,変革,,,変革,,,変革,,,変革,,,DIRECT,,
205,950101010,27,やる,国会議員,,仕事,DIRECT,NONE,INTRA_Z,国会議員,*T*,,国会議員,*T*,,国会議員,*T*,,議員,,,DIRECT,,
206,950101010,27,何,仕事,,,DIRECT,NONE,NONE,,,,,,,,,,,,,,,
207,950101010,28,乗り切る,日本,,転換期,INTER_Z,NONE,DIRECT,*PRO*,転換期,,*PRO*,転換期,,*PRO*,転換期,,手,,,INTRA_Z,,
208,950101010,28,打つ,国会議員,,手,INTER_Z,NONE,INTRA_Z,*pro*,*T*,ため,*T*,,ため,*T*,,,,,,,,
209,950101010,28,何なのか,手,,,INTRA_Z,NONE,NONE,,,,,,,,,,,,,,,
210,950101010,28,見えてくるのです,何,,,INTRA_Z,NONE,NONE,,,,,,,,,,,,,,,
211,950101010,29,直面し,日本,,,INTRA_Z,NONE,NONE,日本,*T*,,,,,*T*,,,,,,,,
212,950101010,29,方向,それ,,,DIRECT,NONE,NONE,,,,,,,,,,それ,,,DIRECT,,
213,950101010,30,あり,参院選挙,,,DIRECT,NONE,NONE,参院選挙,,,参院選挙,,,参院選挙,,月,選挙,,,DIRECT,,
214,950101010,31,予想さ,exog,,年内,INTER_Z,NONE,DIRECT,,年内実施,,,,,,,,,,,,,
215,950101010,32,実施さ,exog,,三大選挙,INTER_Z,NONE,INTRA_Z,,大選挙,年,,大選挙,年,大選挙,,年,,,,,,
216,950101010,32,決める,選択,,方向,INTRA_Z,NONE,DIRECT,*T*,方向,,*T*,方向,,*PRO*,方向,,,,,,,
217,950101010,32,重要,選択,,,INTRA_Z,NONE,NONE,,,,,,,,,,,,,,,
218,950101010,32,迫ら,三大選挙,exog,選択,INTRA_Z,INTER_Z,DIRECT,,,,,,,選択,,,,,,,,
219,950101010,34,離合集散し,野党,,,INTRA_Z,NONE,NONE,野党,,中,*PRO*,,中,*pro*,,中,,,,,,
220,950101010,34,向け,野党,政界,,INTRA_Z,INTRA_Z,NONE,*T*,,幕,*T*,,幕,*T*,,幕,,,幕,,,DIRECT
221,950101010,34,姿,野党,,,INTRA_Z,NONE,NONE,,,,,,,,,,,,,,,
222,950101010,35,実現さ,初夢,,,DIRECT,NONE,NONE,,,,,,,初夢,,年,初夢,,,DIRECT,,
223,950101010,35,思い,exog,,,INTER_Z,NONE,NONE,*pro*,,,*pro*,,,*pro*,,,,,,,,
224,950101011,1,題する,村山富市首相,,所感,INTRA_Z,NONE,INTRA_Z,*T*,*pro*,ビジョン,*T*,,ビジョン,*PRO*,,記者会見,,,,,,
225,950101011,1,発表し,村山富市首相,,所感,DIRECT,NONE,DIRECT,村山富市首相,所感,記者会見,村山富市首相,所感,記者会見,村山富市首相,所感,,首相,,,DIRECT,,
226,950101011,2,囲む,学者グループ,,首相,INTRA_Z,NONE,DIRECT,*T*,首相,,*T*,首相,,*T*,首相,,首相,,,INTER_Z,,
227,950101011,2,発表する,学者グループ,,村山,DIRECT,NONE,INTRA_Z,学者グループ,*T*,今月中,学者グループ,*T*,今月中,学者グループ,,,グループ,,,DIRECT,,
228,950101011,2,基本的,考え,,,INTRA_Z,NONE,NONE,,,,,,,,,,,,,,,
229,950101011,2,示し,村山富市首相,,考え,INTER_Z,NONE,DIRECT,*T*,考え,,*T*,考え,,*pro*,考え,今月中,首相,,,INTER_Z,,
230,950101011,2,もの,所感,,,INTER_Z,NONE,NONE,,,,,,,,,,,,,,,
231,950101011,3,ふさわしい,国際貢献,わが国にふさわしい国際貢献による世界平和の創造,,INTRA_Z,INTRA_Z,NONE,,,,,,,,,,首相,,わが国,INTER_Z,,DIRECT
232,950101011,3,銘打っ,村山富市首相,,非軍事分野,INTER_Z,NONE,INTRA_Z,*pro*,*T*,創造,*T*,,創造,*T*,,,首相,,,INTER_Z,,
233,950101011,3,打ち出し,村山富市首相,,創造,INTER_Z,NONE,INTRA_Z,*pro*,創造,,*pro*,創造,,*pro*,創造,,首相,,,INTER_Z,,
234,950101011,4,表現,村山富市首相,,キャッチフレーズ,INTER_Z,NONE,DIRECT,所感,キャッチフレーズ,創造,所感,キャッチフレーズ,創造,所感,キャッチフレーズ,冒頭,所感,,創造,DIRECT,,DIRECT
235,950101011,5,やさしい社会,社会,,,INTRA_Z,NONE,NONE,,,,,,,,,,,,,,,
236,950101011,5,通っ,心,教育,,INTRA_Z,INTRA_Z,NONE,心,,,,,,社会,,,心,,,DIRECT,,
237,950101011,5,指摘,村山富市首相,,必要性,INTER_Z,NONE,DIRECT,*pro*,必要性,,,必要性,,,,,,,,,,
238,950101011,6,示し,所感,,非軍事分野,INTER_Z,NONE,INTRA_Z,*PRO*,非軍事分野,,*PRO*,非軍事分野,,*PRO*,非軍事分野,,首相,,,INTER_Z,,
239,950101011,6,にじま,脱却,,,DIRECT,NONE,NONE,*PRO*,,,*PRO*,,,*PRO*,,,,,,,,
240,950101011,7,発表し,村山富市首相,,年頭所感,DIRECT,NONE,INTRA_Z,村山富市首相,*T*,,村山富市首相,*T*,,村山富市首相,*T*,,首相,,,DIRECT,,
241,950101011,7,通り,要旨,,,DIRECT,NONE,NONE,,,,,,,,,,要旨,,,DIRECT,,
242,950101011,8,なり,exog,,,INTER_Z,NONE,NONE,*PRO*,,村山内閣,*PRO*,,村山内閣,*PRO*,,村山内閣,,,,,,
243,950101011,8,長い,懸案,,,INTRA_Z,NONE,NONE,,,,,,,,,,首相,,,INTER_Z,,
244,950101011,8,困難,課題,,,INTRA_Z,NONE,NONE,,,,,,,,,,首相,,,INTER_Z,,
245,950101011,8,大き,区切り,,,INTRA_Z,NONE,NONE,,,,,,,,,,,,,,,
246,950101011,8,つける,村山,課題,区切り,INTRA_Z,DIRECT,DIRECT,*PRO*,区切り,課題,*pro*,区切り,課題,*pro*,区切り,課題,,,課題,,,DIRECT
247,950101011,8,でき,こと,,,INTRA_Z,NONE,NONE,*pro*,こと,,こと,,,こと,,,こと,,,DIRECT,,
248,950101011,9,来る,五十年,,,INTRA_Z,NONE,NONE,*T*,,,,*T*,,*T*,,機会,,,,,,
249,950101011,9,展望し,村山富市首相,,五十年,INTER_Z,NONE,INTRA_Z,*PRO*,年,,*PRO*,年,,*PRO*,年,,,,,,,
250,950101011,9,図る,わが国にふさわしい国際貢献による世界平和の創造,,飛躍,INTER_Z,NONE,DIRECT,*PRO*,飛躍,,*PRO*,飛躍,,*pro*,飛躍,,,,創造,,,DIRECT
251,950101011,9,取り組む,わが国にふさわしい国際貢献による世界平和の創造,国造り,,INTER_Z,DIRECT,NONE,*pro*,,国造り,*pro*,,国造り,*pro*,周年,国造り,,,造り,,,DIRECT
252,950101011,10,ある,活力,経済社会,,DIRECT,INTRA_Z,NONE,*T*,,,*T*,,,,,,,,,,,
253,950101011,10,創造,第一,,,INTRA_Z,NONE,NONE,,,,,,,,,,一,,,DIRECT,,
254,950101011,10,自由で活力ある経済社会の創造,経済社会,,,INTRA_Z,NONE,NONE,,,,,,,,,,,,,,,
255,950101011,11,実行する,村山富市首相,,行政,INTER_Z,NONE,DIRECT,*pro*,行政改革,,*pro*,行政改革,,*pro*,行政改革,,,,,,,
256,950101011,12,引き継い,わが国にふさわしい国際貢献による世界平和の創造,,知的資産,INTER_Z,NONE,INTRA_Z,*pro*,*T*,世代,*T*,,世代,*T*,,世代,,,世代,,,DIRECT
257,950101011,12,創造,第二,,,INTRA_Z,NONE,NONE,,,,,,,,,,,,,,,
258,950101011,12,充実,exog,,独創的,INTER_Z,NONE,INTRA_Z,*PRO*,技術開発,,*PRO*,技術開発,,,,,二,,,INTRA_Z,,
259,950101011,12,新た,産業分野,,,INTRA_Z,NONE,NONE,,,,,,,,,,二,,,INTRA_Z,,
260,950101011,12,つくり出す,exog,,産業分野,INTER_Z,NONE,DIRECT,*pro*,産業分野,,*pro*,産業分野,,第二,産業分野,創造,二,,,DIRECT,,
261,950101011,13,暮らせる,exog,,,INTER_Z,NONE,NONE,*pro*,,,*pro*,,,*PRO*,,,,,,,,
262,950101011,13,やさしい,社会,,,INTRA_Z,NONE,NONE,,,,,,,*pro*,,,三,,,INTRA_Z,,
263,950101011,13,創造,第三,,,INTRA_Z,NONE,NONE,,,,,,,,,,三,,,DIRECT,,
264,950101011,13,安心して暮らせるやさしい社会の創造,exog,,,INTER_Z,NONE,NONE,,,,,,,,,,,,,,,
265,950101011,14,安心し,exog,,,INTER_Z,NONE,NONE,*PRO*,,,*PRO*,,,*PRO*,,中,,,,,,
266,950101011,14,暮らせる,exog,,,INTER_Z,NONE,NONE,*pro*,,中,*T*,,中,*PRO*,,,,,,,,
267,950101011,14,やさしい,社会づくり,,,INTRA_Z,NONE,NONE,,,,,,,,,,社会,,,INTRA_Z,,
268,950101011,14,ない,麻薬,社会,,DIRECT,INTRA_Z,NONE,麻薬,,,,,,,,,麻薬,,,DIRECT,,
269,950101011,14,めざす,exog,,実現,INTER_Z,NONE,DIRECT,*pro*,実現,,*pro*,実現,,*pro*,実現,,,,,,,
270,950101011,15,ふさわしい,国際貢献,我が国にふさわしい国際貢献による世界平和の創造,,INTRA_Z,INTRA_Z,NONE,,,,,,,,,,,,我が国,,,DIRECT
271,950101011,15,創造,第四,,,DIRECT,NONE,NONE,,,,,,,,,,,,,,,
272,950101011,15,対処する,村山富市首相,個別問題,,INTER_Z,DIRECT,NONE,*pro*,,個別問題,創造,,個別問題,創造,,個別問題,,,問題,,,DIRECT
273,950101014,1,里帰りし,村山富市首相,,,INTRA_Z,NONE,NONE,*T*,,,*T*,,,*T*,,,,,県,,,DIRECT
274,950101014,1,終え,村山富市首相,,日程,INTRA_Z,NONE,INTRA_Z,*PRO*,日程,,*PRO*,日程,,*PRO*,日程,,首相,,,INTRA_Z,,
275,950101014,1,到着し,村山富市首相,羽田空港,,DIRECT,DIRECT,NONE,村山富市首相,,羽田空港,村山富市首相,,羽田空港,村山富市首相,,羽田空港,首相,,羽田空港,DIRECT,,DIRECT
276,950101014,2,対し,首相,記者団,,INTRA_Z,DIRECT,NONE,,,,,,,,,,,,,,,
277,950101014,2,帰っ,首相,大分,,INTRA_Z,INTRA_Z,NONE,*pro*,,大分,*pro*,,大分,*pro*,,大分,首相,,大分,INTRA_Z,,DIRECT
278,950101014,2,温かい,歓迎,,,INTRA_Z,NONE,NONE,,,,,,,,,,首相,,,INTRA_Z,,
279,950101014,2,接し,首相,歓迎,,INTRA_Z,DIRECT,NONE,*pro*,,歓迎,*PRO*,,歓迎,,,歓迎,首相,,歓迎,INTRA_Z,,DIRECT
280,950101014,2,いい,地元,,,DIRECT,NONE,NONE,地元,,,地元,,,地元,,,首相,,,INTER_Z,,
281,950101014,2,いっぱい,首相,,,INTRA_Z,NONE,NONE,気持ち,,気持ち,*pro*,,気持ち,大分,,気持ち,,,,,,
282,950101014,2,応え,首相,期待,,INTRA_Z,INTRA_Z,NONE,*PRO*,,期待,*PRO*,,期待,*PRO*,,期待,,,,,,
283,950101014,2,頑張らない,首相,,,INTRA_Z,NONE,NONE,,,,,,,,,,,,,,,
284,950101014,2,いか,頑張ら,,,DIRECT,NONE,NONE,,,,,,,*pro*,,ない,,,,,,
285,950101014,2,持っ,首相,,気持ち,INTRA_Z,NONE,INTRA_Z,*pro*,気持ち,,*pro*,気持ち,,,気持ち,,首相,,,INTRA_Z,,
286,950101014,2,述べ,首相,,感想,INTRA_Z,NONE,INTRA_Z,首相,感想,,首相,感想,,首相,感想,,首相,,,DIRECT,,
287,950101015,1,かけ,社会党,「,存亡,INTRA_Z,INTRA_Z,INTRA_Z,*T*,存亡,,*T*,存亡,,*T*,存亡,,社会党,,,INTRA_Z,,
288,950101015,1,取り組む,社会党,実現,,DIRECT,DIRECT,NONE,社会党,,実現,社会党,,実現,社会党,,実現,社会党,,実現,DIRECT,,DIRECT
289,950101015,2,開く,社会党,,臨時,INTER_Z,NONE,INTRA_Z,*pro*,*T*,,*T*,,,*T*,,めど,社会党,,めど,INTER_Z,,DIRECT
290,950101015,2,決定し,社会党,,新党,INTER_Z,NONE,DIRECT,*PRO*,新党結成方針,臨時党大会,*PRO*,新党結成方針,臨時党大会,*PRO*,新党結成方針,臨時党大会,社会党,,,INTER_Z,,
291,950101015,2,働きかける,社会党,市民団体など,,INTER_Z,INTRA_Z,NONE,*pro*,,市民団体,*PRO*,,市民団体,*PRO*,,市民団体,社会党,,団体,INTER_Z,,DIRECT
292,950101015,2,考え,働きかける,,,DIRECT,NONE,NONE,,,,,,,,,,社会党,,,INTER_Z,,
293,950101015,3,参加し,議員,新進党,,DIRECT,DIRECT,NONE,*PRO*,,新進党,議員,,新進党,議員,,新進党,議員,,新進党,DIRECT,,DIRECT
294,950101015,3,流動的,連携,,,INTRA_Z,NONE,NONE,*PRO*,,,,,,,,,民社党,,,INTRA_Z,,
295,950101015,3,不確定,連携相手,,,INTRA_Z,NONE,NONE,,,,,,,,,,,,,,,
296,950101015,4,旗揚げする,新民主連合,,新党準備会,INTRA_Z,NONE,DIRECT,*pro*,新党準備会,,*PRO*,新党準備会,,*PRO*,新党準備会,,連合,,,INTRA_Z,,
297,950101015,4,崩し,新民主連合,,方針,INTRA_Z,NONE,INTRA_Z,新民主連合,方針,,新民主連合,方針,,*PRO*,方針,,連合,,,DIRECT,,
298,950101015,4,はらん,状況,,可能性,INTRA_Z,NONE,INTRA_Z,*PRO*,可能性,,,,,久保亘書記長ら執行部,,,連合,,,INTRA_Z,,
299,950101015,4,難しい,手綱さばき,,,INTRA_Z,NONE,NONE,,,,,,,,,,連合,,,INTRA_Z,,
300,950101015,4,強い,exog,久保亘書記長,手綱さばき,INTER_Z,INTRA_Z,DIRECT,手綱さばき,久保亘書記長ら執行部,状況下,手綱さばき,久保亘書記長ら執行部,状況下,*pro*,手綱さばき,状況下,部,,,DIRECT,,
301,950101015,5,支持基盤,連合,,,INTRA_Z,NONE,NONE,,,,,,,,,,,,,,,
302,950101015,5,する,民社党,,,INTRA_Z,NONE,NONE,*T*,連合,支持基盤,*T*,連合,支持基盤,*T*,連合,支持基盤,氏,,基盤,INTRA_Z,,DIRECT
303,950101015,5,想定し,久保氏,パートナー,一部など,INTRA_Z,DIRECT,INTRA_Z,久保氏,一部,パートナー,久保氏,一部,パートナー,久保氏,一部,パートナー,氏,,パートナー,DIRECT,,DIRECT
304,950101015,6,参加,民社党,新進党,,DIRECT,DIRECT,NONE,民社党,,新進党,民社党,,新進党,,,,民社党,,新進党,DIRECT,,DIRECT
305,950101015,7,得,民改連,,支持,INTRA_Z,NONE,DIRECT,*PRO*,支持,参院選,*pro*,,参院選,*pro*,,,民改連,,,INTRA_Z,,
306,950101015,7,踏ん,民改連,,二の足,INTRA_Z,NONE,INTRA_Z,民改連,二の足,,民改連,二の足,,民改連,二の足,参院選,民改連,,,DIRECT,,
307,950101015,8,期待し,久保氏,さきがけ,,INTRA_Z,DIRECT,NONE,*PRO*,,さきがけ,*PRO*,,さきがけ,*PRO*,,さきがけ,氏,,さきがけ,DIRECT,,DIRECT
308,950101015,8,接触,久保氏,,,INTRA_Z,NONE,NONE,久保氏,,武村正義代表,久保氏,,武村正義代表,,,,,,,,,
309,950101015,8,傾い,武村氏,連携,,INTRA_Z,INTRA_Z,NONE,武村氏,,連携,武村氏,,連携,武村氏,,連携,氏,,連携,INTRA_Z,,DIRECT
310,950101015,8,言わ,exog,,,INTER_Z,NONE,NONE,,,,,,,*pro*,,,,,,,,
311,950101015,8,違う,保守リベラル,,,DIRECT,NONE,NONE,保守リベラル,,社民主義,保守リベラル,,社民主義,保守リベラル,,,リベラル,,,DIRECT,,
312,950101015,8,強い,慎重論,さきがけ,,DIRECT,INTRA_Z,NONE,論,,,論,,,慎重論,,,氏,,内部,INTRA_Z,,DIRECT
313,950101015,9,主張,新民連,,新党,DIRECT,NONE,DIRECT,新民連急進派,新党結成,,新民連急進派,新党結成,,,,,派,,,DIRECT,,
314,950101015,10,主張する,穏健派,,統一地方選前,DIRECT,NONE,INTRA_Z,穏健派,統一地方選前,,穏健派,統一地方選前,,穏健派,統一地方選前,,派,,,DIRECT,,
315,950101015,11,十分,新党,,,INTER_Z,NONE,NONE,*pro*,,参院選後,*pro*,,参院選後,*pro*,,参院選後,会,,,INTRA_Z,,
316,950101015,11,姿勢,会,,,DIRECT,NONE,NONE,,,,,,,,,,,,,,,
317,950101015,11,探るの,exog,,妥協点,INTER_Z,NONE,INTRA_Z,,,,,,,,,,,,,,,
318,950101015,11,難しそう,探る,,,INTRA_Z,NONE,NONE,,,,,,,,,,,,,,,
319,950101015,12,決める,社会党,,結成方針,INTER_Z,NONE,DIRECT,*PRO*,結成方針,,*PRO*,結成方針,,*PRO*,結成方針,,選,,,INTRA_Z,,
320,950101015,12,戦うこと,社会党,,統一地方選,INTER_Z,NONE,INTRA_Z,,,,,,,,,,,,,,,
321,950101015,12,確定,戦う,,,INTRA_Z,NONE,NONE,こと,,,こと,,,,,,こと,,,DIRECT,,
322,950101015,13,決まる,前か後か,,,INTRA_Z,NONE,NONE,後,,負け方,後,,負け方,前,,負け方,,,,,,
323,950101015,13,強い,見方,,,DIRECT,NONE,NONE,見方,,,見方,,,見方,,,見方,,,DIRECT,,
324,950101015,14,開会すれ,国会,,,INTRA_Z,NONE,NONE,国会,,,国会,,,国会,,,国会,,,DIRECT,,
325,950101015,14,続き,国会,,,INTRA_Z,NONE,NONE,*pro*,,統一地方選,,,統一地方選,,,統一地方選,,,,,,
326,950101015,14,先送りさ,社会党,,新党,INTER_Z,NONE,INTRA_Z,,新党結成,,,新党結成,,新党結成,,,ら,,,INTRA_Z,,
327,950101015,14,結成する,山花氏ら,,新党準備会,INTRA_Z,NONE,DIRECT,*pro*,新党準備会,通常国会召集前,*PRO*,新党準備会,通常国会召集前,*PRO*,新党準備会,,ら,,,INTRA_Z,,
328,950101015,14,考え,結成する,,,DIRECT,NONE,NONE,,,,,,,,,,ら,,,DIRECT,,
329,950101015,15,踏み切る,山花氏ら,離党,,INTER_Z,DIRECT,NONE,*pro*,,離党,*pro*,,離党,*pro*,,離党,,,,,,
330,950101015,15,流動的,どうか,,,INTRA_Z,NONE,NONE,*pro*離党,,,*pro*離党,,,*pro*離党,,,ら,,,INTER_Z,,
331,950101015,15,焦点,人数,,,DIRECT,NONE,NONE,,,,,,,,,,人数,,,DIRECT,,
332,950101015,16,倒閣運動,離党,,,INTRA_Z,NONE,NONE,,,,,,,,,,,,,,,
333,950101015,16,説得,すすめる会,,新民連,INTRA_Z,NONE,DIRECT,会,新民連所属議員,,会,新民連所属議員,,,,,会,,,DIRECT,,
334,950101015,16,冷ややか,地方本部、労組,離党騒動,,INTRA_Z,INTRA_Z,NONE,*T*,,離党騒動,*T*,,離党騒動,*pro*,新民連所属議員,離党騒動,会,,騒動,INTRA_Z,,DIRECT
335,950101015,16,活発,切り崩し,,,INTRA_Z,NONE,NONE,切り崩し,,,,,,会,,,切り崩し,,,DIRECT,,
336,950101015,17,相談し,一人,支持労組,離党,INTRA_Z,INTRA_Z,INTRA_Z,*PRO*,*pro*,支持労組,*pro*,,支持労組,*pro*,,支持労組,会,,労組,INTER_Z,,DIRECT
337,950101015,17,示さ,支持労組,離党,難色,INTRA_Z,DIRECT,DIRECT,難色,*pro*,,難色,離党,,離党,難色,,会,,離党,INTER_Z,,DIRECT
338,950101015,17,証言する,一人,,,INTRA_Z,NONE,NONE,人,,,人,,,人,,,人,,,DIRECT,,
339,950101015,18,出,離党者,,,INTRA_Z,NONE,NONE,離党者,,,離党者,,,離党者,,,者,,,DIRECT,,
340,950101015,18,近付か,社会党,新進党,,INTER_Z,DIRECT,NONE,*T*,,新進党,*T*,,新進党,*pro*,,新進党,,,,,,
341,950101015,18,十人程度,離党者,,,INTRA_Z,NONE,NONE,,,,,,,,,,,,,,,
342,950101015,18,広がっ,見方,,,INTRA_Z,NONE,NONE,見方,,,見方,,,見方,,,見方,,,DIRECT,,
343,950101016,1,掲載し,共産党,,インタビュー,DIRECT,NONE,DIRECT,共産党,インタビュー,赤旗,共産党,インタビュー,赤旗,共産党,インタビュー,機関紙「赤旗」,共産党,,,DIRECT,,
344,950101016,2,入院し,宮本氏,,,INTRA_Z,NONE,NONE,*T*,,,*T*,,,*T*,,,共産党,,,INTER_Z,,
345,950101016,2,やる,宮本氏,,exog,INTRA_Z,NONE,INTER_Z,*PRO*,*pro*,,*PRO*,,,*PRO*,,,共産党,,,INTER_Z,,
346,950101016,2,類する,質問,それ,,INTRA_Z,DIRECT,NONE,*T*,,,*T*,,,インタビュー,,,,,それ,,,DIRECT
347,950101016,2,受ける,宮本氏,,質問,INTRA_Z,NONE,DIRECT,*pro*,質問,,*pro*,質問,,宮本氏,質問,,共産党,,,INTER_Z,,
348,950101016,2,紹介し,宮本氏,,,INTRA_Z,NONE,NONE,*pro*,,,*pro*,,,*PRO*,,,共産党,,,INTER_Z,,
349,950101016,2,誇る,宮本氏,,,INTRA_Z,NONE,NONE,*pro*,*T*,,*T*,,,*T*,,,共産党,,,INTER_Z,,
350,950101016,2,あっ,それ,,,INTRA_Z,NONE,NONE,*pro*,,,*PRO*,,,*PRO*,,,,,,,,
351,950101016,2,恥じる,宮本氏,,それ,INTRA_Z,NONE,INTRA_Z,*pro*,*T*,,*T*,,,*pro*,,,共産党,,,INTER_Z,,
352,950101016,2,ない,こと,,,DIRECT,NONE,NONE,こと,,,こと,,,こと,,,こと,,,DIRECT,,
353,950101016,2,力説,宮本氏,,,INTRA_Z,NONE,NONE,*PRO*,,うえ,*PRO*,,うえ,,,,共産党,,,INTER_Z,,
354,950101016,2,強調し,宮本氏,,健在ぶり,INTRA_Z,NONE,INTRA_Z,*pro*,ぶり,,インタビュー,ぶり,,*pro*,健在ぶり,,,,,,,
355,950101018,1,集め,アジア・太平洋経済協力会議,ＡＰＥＣ,情報・通信担当閣僚,INTRA_Z,INTRA_Z,INTRA_Z,*T*,通信担当閣僚,,*T*,通信担当閣僚,,*T*,情報・通信担当閣僚,,会議,,,INTRA_Z,,
356,950101018,1,開催する,アジア・太平洋経済協力会議,,ＡＰＥＣ,INTRA_Z,NONE,DIRECT,太平洋経済協力会議,ＡＰＥＣ情報サミット,ソウル,太平洋経済協力会議,ＡＰＥＣ情報サミット,ソウル,アジア・太平洋経済協力会議,ＡＰＥＣ情報サミット,ソウル,会議,,,DIRECT,,
357,950101018,2,し,政府筋,明らか,開催する,DIRECT,INTRA_Z,INTER_Z,政府筋,*pro*,,政府筋,,,政府筋,,,,,,,,
358,950101018,3,にらん,exog,,マルチメディア時代,INTER_Z,NONE,INTRA_Z,*T*,マルチメディア時代,,*T*,マルチメディア時代,,*T*,マルチメディア時代,,,,,,,
359,950101018,3,整備する,exog,,情報通信基盤,INTER_Z,NONE,DIRECT,*PRO*,情報通信基盤,,*pro*,情報通信基盤,,*pro*,情報通信基盤,,,,,,,
360,950101018,3,広範,課題,,,INTRA_Z,NONE,NONE,,,,,,,,,,会議,,,INTER_Z,,
361,950101018,3,協議する,ＡＰＥＣ,,課題,INTER_Z,NONE,DIRECT,*pro*,課題,,*PRO*,課題,,*PRO*,課題,,,,,,,
362,950101018,3,方針,協議する,,,DIRECT,NONE,NONE,,,,,,,,,,,,,,,
363,950101018,3,定例開催し,アジア・太平洋経済協力会議,,ＡＰＥＣ,INTER_Z,NONE,INTER_Z,*PRO*,,,*PRO*,,,今後,,方針,,,,,,
364,950101018,3,果たす,ＡＰＥＣ,,役割,INTER_Z,NONE,DIRECT,*pro*,役割,,今後,役割,,*pro*,役割,,,,,,,
365,950101018,4,提唱する,米国,,情報通信基盤,DIRECT,NONE,INTRA_Z,米国,*T*,,米国,*T*,,米国,*T*,,ＡＰＩＩ,,,INTRA_Z,,
366,950101018,4,アジア・太平洋版,ＡＰＩＩ,,,INTRA_Z,NONE,NONE,,,,,,,,,,,,,,,
367,950101018,5,性急,要求,,,INTRA_Z,NONE,NONE,,,,,,,,,,ＡＰＩＩ,,,INTER_Z,,
368,950101018,5,目立ち,要求,主張,,DIRECT,INTRA_Z,NONE,*PRO*,,,要求,,,要求,,先進国重視,要求,,,DIRECT,,
369,950101018,5,強かっ,批判,,,INTRA_Z,NONE,NONE,主張,,,批判,,,批判,,,批判,,,DIRECT,,
370,950101018,6,含め,exog,途上国,米国,INTER_Z,INTRA_Z,INTRA_Z,*T*,米国,,*T*,米国,,*T*,米国,,,,,,,
371,950101018,6,調整する,情報サミット,,利害,INTRA_Z,NONE,DIRECT,*T*,利害,,*T*,利害,,*T*,利害,,サミット,,,INTRA_Z,,
372,950101018,6,なる,情報サミット,,,DIRECT,NONE,NONE,情報サミット,,会合,情報サミット,,会合,情報サミット,,会合,サミット,,会合,DIRECT,,DIRECT
373,950101018,7,開か,ＡＰＥＣ,,非公式首脳会議,INTRA_Z,NONE,INTRA_Z,,*T*,インドネシア,,*T*,インドネシア,*T*,,インドネシア,,,,,,
374,950101018,7,提唱し,金泳三大統領,,情報サミット,DIRECT,NONE,INTRA_Z,金泳三大統領,,内々,金泳三大統領,,内々,金泳三大統領,,内々,大統領,,,DIRECT,,
375,950101018,7,なり,情報サミット,,,INTRA_Z,NONE,NONE,*PRO*,,非公開扱い,*PRO*,,非公開扱い,*PRO*,,非公開扱い,,,,,,
376,950101018,7,発表さ,非公式首脳会議,,ボゴール宣言,INTRA_Z,NONE,INTRA_Z,,*T*,会議終了後,,*T*,会議終了後,*T*,,会議終了後,,,,,,
377,950101018,7,盛り込ま,非公式首脳会議,ボゴール宣言,情報サミット,INTRA_Z,DIRECT,DIRECT,,情報サミット,,,情報サミット,,情報サミット,,,,,宣言,,,DIRECT
